strategy_id,family,variant,category,base_description,test_objective,universe_or_assets,rule_or_parameter,cadence,account_context,default_benchmarks,complexity_1_6,catalog_status,source_name,source_url,source_support,safety_note,include_in_load_test
WM-0067,Asset location,Municipals taxable,Tax management,Place assets across account types for after-tax efficiency,Compare after-tax outcomes across account placement,munis taxable; taxable bonds sheltered,tax-aware fixed income,annual,taxable+traditional+roth,same allocation random location|pro-rata location,5,SYNTHETIC_TEST_FLAVOR,Vanguard - Asset location,https://corporate.vanguard.com/content/corporatesite/us/en/corp/articles/how-asset-location-can-boost-after-tax-returns.html,"Placement of assets across taxable, tax-deferred, and Roth accounts.",Requires compiler confirmation; not a recommendation,Yes
WM-0068,Asset location,High-turnover sheltered,Tax management,Place assets across account types for after-tax efficiency,Compare after-tax outcomes across account placement,momentum in IRA,turnover-aware,quarterly,taxable+traditional+roth,same allocation random location|pro-rata location,5,SYNTHETIC_TEST_FLAVOR,Vanguard - Asset location,https://corporate.vanguard.com/content/corporatesite/us/en/corp/articles/how-asset-location-can-boost-after-tax-returns.html,"Placement of assets across taxable, tax-deferred, and Roth accounts.",Requires compiler confirmation; not a recommendation,Yes
WM-0069,Asset location,Dividend assets sheltered,Tax management,Place assets across account types for after-tax efficiency,Compare after-tax outcomes across account placement,REIT/dividend in IRA,income-aware,annual,taxable+traditional+roth,same allocation random location|pro-rata location,5,SYNTHETIC_TEST_FLAVOR,Vanguard - Asset location,https://corporate.vanguard.com/content/corporatesite/us/en/corp/articles/how-asset-location-can-boost-after-tax-returns.html,"Placement of assets across taxable, tax-deferred, and Roth accounts.",Requires compiler confirmation; not a recommendation,Yes
WM-0070,Asset location,Three-account optimizer,Tax management,Place assets across account types for after-tax efficiency,Compare after-tax outcomes across account placement,taxable+traditional+Roth,maximize after-tax wealth,annual,taxable+traditional+roth,same allocation random location|pro-rata location,5,SYNTHETIC_TEST_FLAVOR,Vanguard - Asset location,https://corporate.vanguard.com/content/corporatesite/us/en/corp/articles/how-asset-location-can-boost-after-tax-returns.html,"Placement of assets across taxable, tax-deferred, and Roth accounts.",Requires compiler confirmation; not a recommendation,Yes
WM-0071,Asset location,Withdrawal-aware location,Tax management,Place assets across account types for after-tax efficiency,Compare after-tax outcomes across account placement,location + planned draws,retirement,annual,taxable+traditional+roth,same allocation random location|pro-rata location,5,SYNTHETIC_TEST_FLAVOR,Vanguard - Asset location,https://corporate.vanguard.com/content/corporatesite/us/en/corp/articles/how-asset-location-can-boost-after-tax-returns.html,"Placement of assets across taxable, tax-deferred, and Roth accounts.",Requires compiler confirmation; not a recommendation,Yes
WM-0072,Asset location,Heir-aware location,Tax management,Place assets across account types for after-tax efficiency,Compare after-tax outcomes across account placement,Roth legacy priority,estate horizon,annual,taxable+traditional+roth,same allocation random location|pro-rata location,5,SYNTHETIC_TEST_FLAVOR,Vanguard - Asset location,https://corporate.vanguard.com/content/corporatesite/us/en/corp/articles/how-asset-location-can-boost-after-tax-returns.html,"Placement of assets across taxable, tax-deferred, and Roth accounts.",Requires compiler confirmation; not a recommendation,Yes
WM-0073,Roth conversion,Fill 12% bracket,Tax planning,Convert tax-deferred assets to Roth under a tax budget,Compare lifetime taxes and after-tax estate,traditional→Roth,annual bracket fill,annual,traditional+roth+taxable,no conversion|full conversion,6,SYNTHETIC_TEST_FLAVOR,Fidelity - Roth conversion,https://www.fidelity.com/viewpoints/wealth-management/insights/roth-ira-conversion,"Conversion of tax-deferred assets to Roth assets, with current tax cost.",Requires compiler confirmation; not a recommendation,Yes
WM-0074,Roth conversion,Fill 22% bracket,Tax planning,Convert tax-deferred assets to Roth under a tax budget,Compare lifetime taxes and after-tax estate,traditional→Roth,annual bracket fill,annual,traditional+roth+taxable,no conversion|full conversion,6,SYNTHETIC_TEST_FLAVOR,Fidelity - Roth conversion,https://www.fidelity.com/viewpoints/wealth-management/insights/roth-ira-conversion,"Conversion of tax-deferred assets to Roth assets, with current tax cost.",Requires compiler confirmation; not a recommendation,Yes
WM-0075,Roth conversion,Pre-RMD conversion,Tax planning,Convert tax-deferred assets to Roth under a tax budget,Compare lifetime taxes and after-tax estate,age 60-72,annual,annual,traditional+roth+taxable,no conversion|full conversion,6,SYNTHETIC_TEST_FLAVOR,Fidelity - Roth conversion,https://www.fidelity.com/viewpoints/wealth-management/insights/roth-ira-conversion,"Conversion of tax-deferred assets to Roth assets, with current tax cost.",Requires compiler confirmation; not a recommendation,Yes
WM-0076,Roth conversion,Market-down conversion,Tax planning,Convert tax-deferred assets to Roth under a tax budget,Compare lifetime taxes and after-tax estate,convert after -20%,conditional,event,traditional+roth+taxable,no conversion|full conversion,6,SYNTHETIC_TEST_FLAVOR,Fidelity - Roth conversion,https://www.fidelity.com/viewpoints/wealth-management/insights/roth-ira-conversion,"Conversion of tax-deferred assets to Roth assets, with current tax cost.",Requires compiler confirmation; not a recommendation,Yes
WM-0077,Roth conversion,Partial annual conversion,Tax planning,Convert tax-deferred assets to Roth under a tax budget,Compare lifetime taxes and after-tax estate,5% balance,annual,annual,traditional+roth+taxable,no conversion|full conversion,6,SYNTHETIC_TEST_FLAVOR,Fidelity - Roth conversion,https://www.fidelity.com/viewpoints/wealth-management/insights/roth-ira-conversion,"Conversion of tax-deferred assets to Roth assets, with current tax cost.",Requires compiler confirmation; not a recommendation,Yes
WM-0078,Roth conversion,Medicare-threshold aware,Tax planning,Convert tax-deferred assets to Roth under a tax budget,Compare lifetime taxes and after-tax estate,cap MAGI,annual,annual,traditional+roth+taxable,no conversion|full conversion,6,SYNTHETIC_TEST_FLAVOR,Fidelity - Roth conversion,https://www.fidelity.com/viewpoints/wealth-management/insights/roth-ira-conversion,"Conversion of tax-deferred assets to Roth assets, with current tax cost.",Requires compiler confirmation; not a recommendation,Yes
WM-0079,Roth conversion,Charitable-bunching year,Tax planning,Convert tax-deferred assets to Roth under a tax budget,Compare lifetime taxes and after-tax estate,conversion + DAF,selected year,annual,traditional+roth+taxable,no conversion|full conversion,6,SYNTHETIC_TEST_FLAVOR,Fidelity - Roth conversion,https://www.fidelity.com/viewpoints/wealth-management/insights/roth-ira-conversion,"Conversion of tax-deferred assets to Roth assets, with current tax cost.",Requires compiler confirmation; not a recommendation,Yes
WM-0080,Roth conversion,Heir-tax aware,Tax planning,Convert tax-deferred assets to Roth under a tax budget,Compare lifetime taxes and after-tax estate,maximize Roth legacy,estate objective,annual,traditional+roth+taxable,no conversion|full conversion,6,SYNTHETIC_TEST_FLAVOR,Fidelity - Roth conversion,https://www.fidelity.com/viewpoints/wealth-management/insights/roth-ira-conversion,"Conversion of tax-deferred assets to Roth assets, with current tax cost.",Requires compiler confirmation; not a recommendation,Yes
WM-0081,Retirement withdrawal,4% inflation-adjusted,Decumulation,Fund retirement spending from portfolio,"Test sustainability, taxes, and legacy",60/40,annual CPI adjustment,monthly,taxable+traditional+roth,4% rule|pro-rata withdrawal,6,SYNTHETIC_TEST_FLAVOR,Vanguard - Tax-efficient investing,https://advisors.vanguard.com/wealth-management/tax-efficient-investing,"Tax-loss harvesting, asset location, tax-aware withdrawals, charitable giving.",Requires compiler confirmation; not a recommendation,Yes
WM-0082,Retirement withdrawal,Guardrails,Decumulation,Fund retirement spending from portfolio,"Test sustainability, taxes, and legacy",60/40,raise/cut bands,annual,taxable+traditional+roth,4% rule|pro-rata withdrawal,6,SYNTHETIC_TEST_FLAVOR,Vanguard - Tax-efficient investing,https://advisors.vanguard.com/wealth-management/tax-efficient-investing,"Tax-loss harvesting, asset location, tax-aware withdrawals, charitable giving.",Requires compiler confirmation; not a recommendation,Yes
WM-0083,Retirement withdrawal,Floor and ceiling,Decumulation,Fund retirement spending from portfolio,"Test sustainability, taxes, and legacy",balanced,spending bounds,annual,taxable+traditional+roth,4% rule|pro-rata withdrawal,6,SYNTHETIC_TEST_FLAVOR,Vanguard - Tax-efficient investing,https://advisors.vanguard.com/wealth-management/tax-efficient-investing,"Tax-loss harvesting, asset location, tax-aware withdrawals, charitable giving.",Requires compiler confirmation; not a recommendation,Yes
WM-0084,Retirement withdrawal,Percentage of portfolio,Decumulation,Fund retirement spending from portfolio,"Test sustainability, taxes, and legacy",balanced,4% current balance,annual,taxable+traditional+roth,4% rule|pro-rata withdrawal,6,SYNTHETIC_TEST_FLAVOR,Vanguard - Tax-efficient investing,https://advisors.vanguard.com/wealth-management/tax-efficient-investing,"Tax-loss harvesting, asset location, tax-aware withdrawals, charitable giving.",Requires compiler confirmation; not a recommendation,Yes
WM-0085,Retirement withdrawal,Bucket 2/5/remaining,Decumulation,Fund retirement spending from portfolio,"Test sustainability, taxes, and legacy",cash+bonds+equity,refill annually,annual,taxable+traditional+roth,4% rule|pro-rata withdrawal,6,SYNTHETIC_TEST_FLAVOR,Vanguard - Tax-efficient investing,https://advisors.vanguard.com/wealth-management/tax-efficient-investing,"Tax-loss harvesting, asset location, tax-aware withdrawals, charitable giving.",Requires compiler confirmation; not a recommendation,Yes
WM-0086,Retirement withdrawal,RMD-first tax-aware,Decumulation,Fund retirement spending from portfolio,"Test sustainability, taxes, and legacy",multi-account,RMD then taxable then Roth,annual,taxable+traditional+roth,4% rule|pro-rata withdrawal,6,SYNTHETIC_TEST_FLAVOR,Vanguard - Tax-efficient investing,https://advisors.vanguard.com/wealth-management/tax-efficient-investing,"Tax-loss harvesting, asset location, tax-aware withdrawals, charitable giving.",Requires compiler confirmation; not a recommendation,Yes
WM-0087,Retirement withdrawal,Blended tax-bracket,Decumulation,Fund retirement spending from portfolio,"Test sustainability, taxes, and legacy",multi-account,fill bracket,monthly,taxable+traditional+roth,4% rule|pro-rata withdrawal,6,SYNTHETIC_TEST_FLAVOR,Vanguard - Tax-efficient investing,https://advisors.vanguard.com/wealth-management/tax-efficient-investing,"Tax-loss harvesting, asset location, tax-aware withdrawals, charitable giving.",Requires compiler confirmation; not a recommendation,Yes
WM-0088,Retirement withdrawal,Dynamic spending + legacy floor,Decumulation,Fund retirement spending from portfolio,"Test sustainability, taxes, and legacy",multi-account,minimum bequest,annual,taxable+traditional+roth,4% rule|pro-rata withdrawal,6,SYNTHETIC_TEST_FLAVOR,Vanguard - Tax-efficient investing,https://advisors.vanguard.com/wealth-management/tax-efficient-investing,"Tax-loss harvesting, asset location, tax-aware withdrawals, charitable giving.",Requires compiler confirmation; not a recommendation,Yes
WM-0089,Retirement contribution accounts,Match first,Retirement accumulation,Allocate contributions across employer and individual accounts,Measure after-tax accumulation under account limits,401k to match then taxable,payroll,payroll,401k|roth401k|ira|rothira|taxable,taxable only|traditional only|Roth only,5,SYNTHETIC_TEST_FLAVOR,IRS - 2026 contribution limits,https://www.irs.gov/newsroom/401k-limit-increases-to-24500-for-2026-ira-limit-increases-to-7500,"2026 401(k), IRA, catch-up, and related limits.",Requires compiler confirmation; not a recommendation,Yes
WM-0090,Retirement contribution accounts,Max traditional 401k,Retirement accumulation,Allocate contributions across employer and individual accounts,Measure after-tax accumulation under account limits,"$24,500 2026 cap",payroll,payroll,401k|roth401k|ira|rothira|taxable,taxable only|traditional only|Roth only,5,SYNTHETIC_TEST_FLAVOR,IRS - 2026 contribution limits,https://www.irs.gov/newsroom/401k-limit-increases-to-24500-for-2026-ira-limit-increases-to-7500,"2026 401(k), IRA, catch-up, and related limits.",Requires compiler confirmation; not a recommendation,Yes
WM-0091,Retirement contribution accounts,Max Roth 401k,Retirement accumulation,Allocate contributions across employer and individual accounts,Measure after-tax accumulation under account limits,"$24,500 2026 cap",payroll,payroll,401k|roth401k|ira|rothira|taxable,taxable only|traditional only|Roth only,5,SYNTHETIC_TEST_FLAVOR,IRS - 2026 contribution limits,https://www.irs.gov/newsroom/401k-limit-increases-to-24500-for-2026-ira-limit-increases-to-7500,"2026 401(k), IRA, catch-up, and related limits.",Requires compiler confirmation; not a recommendation,Yes
WM-0092,Retirement contribution accounts,401k + Roth IRA,Retirement accumulation,Allocate contributions across employer and individual accounts,Measure after-tax accumulation under account limits,max both if eligible,monthly,monthly,401k|roth401k|ira|rothira|taxable,taxable only|traditional only|Roth only,5,SYNTHETIC_TEST_FLAVOR,IRS - 2026 contribution limits,https://www.irs.gov/newsroom/401k-limit-increases-to-24500-for-2026-ira-limit-increases-to-7500,"2026 401(k), IRA, catch-up, and related limits.",Requires compiler confirmation; not a recommendation,Yes
WM-0093,Retirement contribution accounts,Backdoor Roth flow,Retirement accumulation,Allocate contributions across employer and individual accounts,Measure after-tax accumulation under account limits,nondeductible IRA→Roth,annual,annual,401k|roth401k|ira|rothira|taxable,taxable only|traditional only|Roth only,5,SYNTHETIC_TEST_FLAVOR,IRS - 2026 contribution limits,https://www.irs.gov/newsroom/401k-limit-increases-to-24500-for-2026-ira-limit-increases-to-7500,"2026 401(k), IRA, catch-up, and related limits.",Requires compiler confirmation; not a recommendation,Yes
WM-0094,Retirement contribution accounts,Age-50 catch-up,Retirement accumulation,Allocate contributions across employer and individual accounts,Measure after-tax accumulation under account limits,"base + $8,000",payroll,payroll,401k|roth401k|ira|rothira|taxable,taxable only|traditional only|Roth only,5,SYNTHETIC_TEST_FLAVOR,IRS - 2026 contribution limits,https://www.irs.gov/newsroom/401k-limit-increases-to-24500-for-2026-ira-limit-increases-to-7500,"2026 401(k), IRA, catch-up, and related limits.",Requires compiler confirmation; not a recommendation,Yes
WM-0095,Retirement contribution accounts,Age-60-63 catch-up,Retirement accumulation,Allocate contributions across employer and individual accounts,Measure after-tax accumulation under account limits,"base + $11,250",payroll,payroll,401k|roth401k|ira|rothira|taxable,taxable only|traditional only|Roth only,5,SYNTHETIC_TEST_FLAVOR,IRS - 2026 contribution limits,https://www.irs.gov/newsroom/401k-limit-increases-to-24500-for-2026-ira-limit-increases-to-7500,"2026 401(k), IRA, catch-up, and related limits.",Requires compiler confirmation; not a recommendation,Yes
WM-0096,Retirement contribution accounts,After-tax mega-backdoor,Retirement accumulation,Allocate contributions across employer and individual accounts,Measure after-tax accumulation under account limits,to plan annual-addition limit,payroll,payroll,401k|roth401k|ira|rothira|taxable,taxable only|traditional only|Roth only,5,SYNTHETIC_TEST_FLAVOR,IRS - 2026 contribution limits,https://www.irs.gov/newsroom/401k-limit-increases-to-24500-for-2026-ira-limit-increases-to-7500,"2026 401(k), IRA, catch-up, and related limits.",Requires compiler confirmation; not a recommendation,Yes
WM-0097,RMD and beneficiary withdrawals,Owner RMD age 73,Retirement distribution,Required distributions and inherited-account schedules,Validate withdrawal constraints and taxes,traditional IRA,IRS factor,annual,traditional ira|401k|inherited ira|roth beneficiary,minimum only|accelerated withdrawal,6,SYNTHETIC_TEST_FLAVOR,IRS - RMD rules,https://www.irs.gov/retirement-plans/retirement-plan-and-ira-required-minimum-distributions-faqs,Required minimum distributions and account-specific rules.,Requires compiler confirmation; not a recommendation,Yes
WM-0098,RMD and beneficiary withdrawals,Workplace still-working delay,Retirement distribution,Required distributions and inherited-account schedules,Validate withdrawal constraints and taxes,401k,retirement-triggered,annual,traditional ira|401k|inherited ira|roth beneficiary,minimum only|accelerated withdrawal,6,SYNTHETIC_TEST_FLAVOR,IRS - RMD rules,https://www.irs.gov/retirement-plans/retirement-plan-and-ira-required-minimum-distributions-faqs,Required minimum distributions and account-specific rules.,Requires compiler confirmation; not a recommendation,Yes
WM-0099,RMD and beneficiary withdrawals,Aggregate IRA RMD,Retirement distribution,Required distributions and inherited-account schedules,Validate withdrawal constraints and taxes,multiple IRAs,take from one account,annual,traditional ira|401k|inherited ira|roth beneficiary,minimum only|accelerated withdrawal,6,SYNTHETIC_TEST_FLAVOR,IRS - RMD rules,https://www.irs.gov/retirement-plans/retirement-plan-and-ira-required-minimum-distributions-faqs,Required minimum distributions and account-specific rules.,Requires compiler confirmation; not a recommendation,Yes
WM-0100,RMD and beneficiary withdrawals,Separate-plan RMD,Retirement distribution,Required distributions and inherited-account schedules,Validate withdrawal constraints and taxes,multiple 401k,each plan,annual,traditional ira|401k|inherited ira|roth beneficiary,minimum only|accelerated withdrawal,6,SYNTHETIC_TEST_FLAVOR,IRS - RMD rules,https://www.irs.gov/retirement-plans/retirement-plan-and-ira-required-minimum-distributions-faqs,Required minimum distributions and account-specific rules.,Requires compiler confirmation; not a recommendation,Yes
WM-0101,RMD and beneficiary withdrawals,10-year inherited distribution,Retirement distribution,Required distributions and inherited-account schedules,Validate withdrawal constraints and taxes,inherited IRA,end-year 10,annual,traditional ira|401k|inherited ira|roth beneficiary,minimum only|accelerated withdrawal,6,SYNTHETIC_TEST_FLAVOR,IRS - RMD rules,https://www.irs.gov/retirement-plans/retirement-plan-and-ira-required-minimum-distributions-faqs,Required minimum distributions and account-specific rules.,Requires compiler confirmation; not a recommendation,Yes
WM-0102,RMD and beneficiary withdrawals,Even inherited draw,Retirement distribution,Required distributions and inherited-account schedules,Validate withdrawal constraints and taxes,inherited IRA,10 equal annual,annual,traditional ira|401k|inherited ira|roth beneficiary,minimum only|accelerated withdrawal,6,SYNTHETIC_TEST_FLAVOR,IRS - RMD rules,https://www.irs.gov/retirement-plans/retirement-plan-and-ira-required-minimum-distributions-faqs,Required minimum distributions and account-specific rules.,Requires compiler confirmation; not a recommendation,Yes
WM-0103,RMD and beneficiary withdrawals,Tax-bracket inherited draw,Retirement distribution,Required distributions and inherited-account schedules,Validate withdrawal constraints and taxes,inherited IRA,bracket-aware,annual,traditional ira|401k|inherited ira|roth beneficiary,minimum only|accelerated withdrawal,6,SYNTHETIC_TEST_FLAVOR,IRS - RMD rules,https://www.irs.gov/retirement-plans/retirement-plan-and-ira-required-minimum-distributions-faqs,Required minimum distributions and account-specific rules.,Requires compiler confirmation; not a recommendation,Yes
WM-0104,RMD and beneficiary withdrawals,Roth beneficiary schedule,Retirement distribution,Required distributions and inherited-account schedules,Validate withdrawal constraints and taxes,inherited Roth,10-year,annual,traditional ira|401k|inherited ira|roth beneficiary,minimum only|accelerated withdrawal,6,SYNTHETIC_TEST_FLAVOR,IRS - RMD rules,https://www.irs.gov/retirement-plans/retirement-plan-and-ira-required-minimum-distributions-faqs,Required minimum distributions and account-specific rules.,Requires compiler confirmation; not a recommendation,Yes
WM-0105,RSU and concentrated stock,Immediate diversify,Compensation,"Model shares arriving in kind, withholding, windows, and diversification",Compare concentration and diversification outcomes,vest→sell→index,first eligible day,quarterly,taxable,hold company stock|sell and diversify,6,SYNTHETIC_TEST_FLAVOR,Fidelity - Tax-smart investing,https://www.fidelity.com/wealth-management/tax-smart-investing-planning?selectTab=1,"Tax-loss harvesting, long-term gains, municipal bonds, asset location, tax-smart withdrawals.",Requires compiler confirmation; not a recommendation,Yes
WM-0106,RSU and concentrated stock,Hold all,Compensation,"Model shares arriving in kind, withholding, windows, and diversification",Compare concentration and diversification outcomes,vest→hold,no sale,quarterly,taxable,hold company stock|sell and diversify,6,SYNTHETIC_TEST_FLAVOR,Fidelity - Tax-smart investing,https://www.fidelity.com/wealth-management/tax-smart-investing-planning?selectTab=1,"Tax-loss harvesting, long-term gains, municipal bonds, asset location, tax-smart withdrawals.",Requires compiler confirmation; not a recommendation,Yes
WM-0107,RSU and concentrated stock,Sell 25%,Compensation,"Model shares arriving in kind, withholding, windows, and diversification",Compare concentration and diversification outcomes,vest→sell quarter,window,quarterly,taxable,hold company stock|sell and diversify,6,SYNTHETIC_TEST_FLAVOR,Fidelity - Tax-smart investing,https://www.fidelity.com/wealth-management/tax-smart-investing-planning?selectTab=1,"Tax-loss harvesting, long-term gains, municipal bonds, asset location, tax-smart withdrawals.",Requires compiler confirmation; not a recommendation,Yes
WM-0108,RSU and concentrated stock,Sell 50%,Compensation,"Model shares arriving in kind, withholding, windows, and diversification",Compare concentration and diversification outcomes,vest→sell half,window,quarterly,taxable,hold company stock|sell and diversify,6,SYNTHETIC_TEST_FLAVOR,Fidelity - Tax-smart investing,https://www.fidelity.com/wealth-management/tax-smart-investing-planning?selectTab=1,"Tax-loss harvesting, long-term gains, municipal bonds, asset location, tax-smart withdrawals.",Requires compiler confirmation; not a recommendation,Yes
WM-0109,RSU and concentrated stock,Blackout deferred,Compensation,"Model shares arriving in kind, withholding, windows, and diversification",Compare concentration and diversification outcomes,sell after blackout,first eligible,quarterly,taxable,hold company stock|sell and diversify,6,SYNTHETIC_TEST_FLAVOR,Fidelity - Tax-smart investing,https://www.fidelity.com/wealth-management/tax-smart-investing-planning?selectTab=1,"Tax-loss harvesting, long-term gains, municipal bonds, asset location, tax-smart withdrawals.",Requires compiler confirmation; not a recommendation,Yes
WM-0110,RSU and concentrated stock,Target concentration 10%,Compensation,"Model shares arriving in kind, withholding, windows, and diversification",Compare concentration and diversification outcomes,sell excess,quarterly,quarterly,taxable,hold company stock|sell and diversify,6,SYNTHETIC_TEST_FLAVOR,Fidelity - Tax-smart investing,https://www.fidelity.com/wealth-management/tax-smart-investing-planning?selectTab=1,"Tax-loss harvesting, long-term gains, municipal bonds, asset location, tax-smart withdrawals.",Requires compiler confirmation; not a recommendation,Yes
WM-0111,RSU and concentrated stock,Tax-lot aware unwind,Compensation,"Model shares arriving in kind, withholding, windows, and diversification",Compare concentration and diversification outcomes,highest-basis first,window,quarterly,taxable,hold company stock|sell and diversify,6,SYNTHETIC_TEST_FLAVOR,Fidelity - Tax-smart investing,https://www.fidelity.com/wealth-management/tax-smart-investing-planning?selectTab=1,"Tax-loss harvesting, long-term gains, municipal bonds, asset location, tax-smart withdrawals.",Requires compiler confirmation; not a recommendation,Yes
WM-0112,RSU and concentrated stock,Charitable appreciated shares,Compensation,"Model shares arriving in kind, withholding, windows, and diversification",Compare concentration and diversification outcomes,donate selected lots,annual,annual,taxable,hold company stock|sell and diversify,6,SYNTHETIC_TEST_FLAVOR,Fidelity - Tax-smart investing,https://www.fidelity.com/wealth-management/tax-smart-investing-planning?selectTab=1,"Tax-loss harvesting, long-term gains, municipal bonds, asset location, tax-smart withdrawals.",Requires compiler confirmation; not a recommendation,Yes
WM-0113,Debt payoff versus investing,Credit card first,Household balance sheet,Allocate surplus cash between debt reduction and investing,Compare guaranteed interest savings with market outcomes,20% APR debt,all surplus,monthly,taxable|401k|cash,all debt|all invest|split,5,SYNTHETIC_TEST_FLAVOR,SEC Investor.gov - Dollar-cost averaging,https://www.investor.gov/introduction-investing/investing-basics/glossary/dollar-cost-averaging,Regular equal-amount investing over time.,Requires compiler confirmation; not a recommendation,Yes
WM-0114,Debt payoff versus investing,Mortgage prepay,Household balance sheet,Allocate surplus cash between debt reduction and investing,Compare guaranteed interest savings with market outcomes,6.5% mortgage,extra principal,monthly,taxable|401k|cash,all debt|all invest|split,5,SYNTHETIC_TEST_FLAVOR,SEC Investor.gov - Dollar-cost averaging,https://www.investor.gov/introduction-investing/investing-basics/glossary/dollar-cost-averaging,Regular equal-amount investing over time.,Requires compiler confirmation; not a recommendation,Yes
WM-0115,Debt payoff versus investing,Invest instead,Household balance sheet,Allocate surplus cash between debt reduction and investing,Compare guaranteed interest savings with market outcomes,broad index,same cash flow,monthly,taxable|401k|cash,all debt|all invest|split,5,SYNTHETIC_TEST_FLAVOR,SEC Investor.gov - Dollar-cost averaging,https://www.investor.gov/introduction-investing/investing-basics/glossary/dollar-cost-averaging,Regular equal-amount investing over time.,Requires compiler confirmation; not a recommendation,Yes
WM-0116,Debt payoff versus investing,50/50 split,Household balance sheet,Allocate surplus cash between debt reduction and investing,Compare guaranteed interest savings with market outcomes,debt + index,equal,monthly,taxable|401k|cash,all debt|all invest|split,5,SYNTHETIC_TEST_FLAVOR,SEC Investor.gov - Dollar-cost averaging,https://www.investor.gov/introduction-investing/investing-basics/glossary/dollar-cost-averaging,Regular equal-amount investing over time.,Requires compiler confirmation; not a recommendation,Yes
WM-0117,Debt payoff versus investing,Match then debt,Household balance sheet,Allocate surplus cash between debt reduction and investing,Compare guaranteed interest savings with market outcomes,401k match then mortgage,payroll,monthly,taxable|401k|cash,all debt|all invest|split,5,SYNTHETIC_TEST_FLAVOR,SEC Investor.gov - Dollar-cost averaging,https://www.investor.gov/introduction-investing/investing-basics/glossary/dollar-cost-averaging,Regular equal-amount investing over time.,Requires compiler confirmation; not a recommendation,Yes
WM-0118,Debt payoff versus investing,Emergency fund then debt,Household balance sheet,Allocate surplus cash between debt reduction and investing,Compare guaranteed interest savings with market outcomes,6-month reserve,waterfall,monthly,taxable|401k|cash,all debt|all invest|split,5,SYNTHETIC_TEST_FLAVOR,SEC Investor.gov - Dollar-cost averaging,https://www.investor.gov/introduction-investing/investing-basics/glossary/dollar-cost-averaging,Regular equal-amount investing over time.,Requires compiler confirmation; not a recommendation,Yes
WM-0119,Debt payoff versus investing,Tax-adjusted mortgage,Household balance sheet,Allocate surplus cash between debt reduction and investing,Compare guaranteed interest savings with market outcomes,itemized deduction scenario,after-tax rate,monthly,taxable|401k|cash,all debt|all invest|split,5,SYNTHETIC_TEST_FLAVOR,SEC Investor.gov - Dollar-cost averaging,https://www.investor.gov/introduction-investing/investing-basics/glossary/dollar-cost-averaging,Regular equal-amount investing over time.,Requires compiler confirmation; not a recommendation,Yes
WM-0120,Debt payoff versus investing,Liquidity-constrained payoff,Household balance sheet,Allocate surplus cash between debt reduction and investing,Compare guaranteed interest savings with market outcomes,retain cash floor,conditional,monthly,taxable|401k|cash,all debt|all invest|split,5,SYNTHETIC_TEST_FLAVOR,SEC Investor.gov - Dollar-cost averaging,https://www.investor.gov/introduction-investing/investing-basics/glossary/dollar-cost-averaging,Regular equal-amount investing over time.,Requires compiler confirmation; not a recommendation,Yes
WM-0121,Charitable and legacy,Annual cash giving,Estate and philanthropy,"Coordinate gifts, appreciated assets, and legacy objectives","Compare lifetime spending, taxes, and bequest",cash,fixed amount,annual,taxable|ira|roth|daf,cash gift|appreciated asset gift|no gift,6,SYNTHETIC_TEST_FLAVOR,Vanguard - Tax-efficient investing,https://advisors.vanguard.com/wealth-management/tax-efficient-investing,"Tax-loss harvesting, asset location, tax-aware withdrawals, charitable giving.",Requires compiler confirmation; not a recommendation,Yes
WM-0122,Charitable and legacy,Donate appreciated stock,Estate and philanthropy,"Coordinate gifts, appreciated assets, and legacy objectives","Compare lifetime spending, taxes, and bequest",highest gain lots,annual,annual,taxable|ira|roth|daf,cash gift|appreciated asset gift|no gift,6,SYNTHETIC_TEST_FLAVOR,Vanguard - Tax-efficient investing,https://advisors.vanguard.com/wealth-management/tax-efficient-investing,"Tax-loss harvesting, asset location, tax-aware withdrawals, charitable giving.",Requires compiler confirmation; not a recommendation,Yes
WM-0123,Charitable and legacy,DAF bunching,Estate and philanthropy,"Coordinate gifts, appreciated assets, and legacy objectives","Compare lifetime spending, taxes, and bequest",3 years gifts upfront,every 3 years,event,taxable|ira|roth|daf,cash gift|appreciated asset gift|no gift,6,SYNTHETIC_TEST_FLAVOR,Vanguard - Tax-efficient investing,https://advisors.vanguard.com/wealth-management/tax-efficient-investing,"Tax-loss harvesting, asset location, tax-aware withdrawals, charitable giving.",Requires compiler confirmation; not a recommendation,Yes
WM-0124,Charitable and legacy,QCD after eligibility,Estate and philanthropy,"Coordinate gifts, appreciated assets, and legacy objectives","Compare lifetime spending, taxes, and bequest",IRA to charity,RMD-linked,annual,taxable|ira|roth|daf,cash gift|appreciated asset gift|no gift,6,SYNTHETIC_TEST_FLAVOR,Vanguard - Tax-efficient investing,https://advisors.vanguard.com/wealth-management/tax-efficient-investing,"Tax-loss harvesting, asset location, tax-aware withdrawals, charitable giving.",Requires compiler confirmation; not a recommendation,Yes
